name,experience_years,technical_score,label
William Wilkinson,4.0,57,0
Linda Greer,2.3,92,0
Crystal Crawford,4.3,18,0
Kimberly Rogers,9.0,11,0
Erika Nguyen,5.0,58,0
Rachel Boyd,1.9,22,1
Lynn Hodge,1.9,62,0
William Warren,9.4,23,0
Kelly Mclean,6.5,2,0
Kristin Wright,3.1,22,0
Anne Kim,8.2,87,0
Nicholas Gibson,6.1,8,0
Amanda Johnson,1.4,54,1
Jennifer Burke,2.5,82,0
Timothy Parker,9.7,12,0
Brian Webb,7.2,17,0
Laurie Vance,7.3,1,0
Rachel Curry,6.0,48,0
Pamela Rodgers,3.8,14,0
Jasmine Cannon,8.3,97,0
Beth Hall,8.3,5,0
Bryan Taylor,1.3,98,0
Kenneth Hart,0.8,18,1
Miguel Hernandez,9.4,76,0
Kristina Hart,0.1,1,1
Michael Hill,9.6,13,0
Michael Parker,5.4,43,0
Dawn Nicholson,8.5,10,0
Joseph Madden,2.0,61,0
Christopher Murray,7.6,56,0
Kimberly Hill,8.2,39,0
Kathleen Roman,3.3,19,0
Amanda Lara,2.4,69,0
Donald Sullivan,6.9,80,0
Crystal Wang,5.4,2,0
Jason Mcclure,8.2,13,0
Brent Moore,5.4,13,0
Danielle Foster,5.1,53,0
Ernest Martinez,1.4,28,1
John Mueller,0.2,54,1
Paul Gamble,3.9,45,0
Danielle Harris,6.6,28,0
Charles Bruce,9.2,87,0
Donald Barry,3.8,91,0
Jennifer Carter,8.2,14,0
Michael Peterson,4.9,14,0
Martha Hunter,2.2,36,0
Diana Guerra,3.6,78,0
Erin Sanchez,3.3,46,0
Julie House,9.2,10,0
Kelly Kline,9.0,77,0
Kyle Terrell,1.5,54,1
Sara Lambert,5.3,76,0
Travis White,1.8,54,1
Robert Jones,1.5,85,0
Amber Palmer,6.9,79,0
Tamara Robbins,8.2,44,0
Dr. Jeffrey Jordan Jr.,8.8,34,0
Thomas Wagner,9.2,84,0
Allison Garcia,3.7,33,0
Amber Washington,8.1,91,0
William Collins,8.0,100,0
Mike Miller,0.0,19,1
Harold Lewis,7.8,18,0
Amber Alvarez,3.2,49,0
Sue Howard,4.5,100,0
Cameron Rodriguez,9.8,8,0
Suzanne Wolf,1.1,54,1
Alvin Ward,9.6,35,0
Carla Moody,1.4,41,1
Julia Gonzales,9.9,23,0
Theresa Madden,7.7,45,0
Mariah Ashley,3.2,54,0
Sara Brown,4.8,52,0
Patrick Stone,6.0,81,0
Crystal Mcknight,3.3,83,0
Nathan Russell,9.2,49,0
Charles Johnson,4.2,63,0
Mitchell Hall,5.4,63,0
Emma Werner,5.3,29,0
Luis Cain,3.8,74,0
Meghan Blackwell,7.1,67,0
Stephen Reyes,5.8,88,0
Logan Butler,8.1,28,0
Jacqueline Clark,7.0,30,0
Phillip Jackson DDS,3.6,26,0
Jessica Mendoza,9.9,2,0
Sarah Perez,3.6,60,0
Renee Christian,9.6,14,0
Terry Ward,0.6,44,1
Bryan Melton,3.6,99,0
Teresa Hamilton,8.2,37,0
Jamie Cooper,4.6,70,0
Leonard Molina,9.7,53,0
Desiree Skinner,2.4,28,0
Crystal Burns,0.6,17,1
Tracy Martin,1.2,89,0
Justin Welch,7.0,48,0
Ana Walker,7.3,89,0
Joann Campbell,9.6,47,0
Jesse Butler,0.5,13,1
Anna Morris,6.6,9,0
Roy Whitehead,4.8,76,0
Stephanie Dominguez,8.7,3,0
John Calderon,1.5,18,1
Christopher Johnson,0.8,9,1
Travis Pearson,0.1,53,1
Amy Brown,1.5,23,1
Patrick Anderson,4.7,17,0
Jeffrey Gray,7.5,89,0
Clarence Williams,9.5,60,0
Tina Kennedy,4.1,43,0
Kathy Gonzalez PhD,4.4,82,0
Michelle Thomas,7.0,36,0
Brett Hall,1.1,7,1
Rebecca Hood,8.8,4,0
Michael Bruce,6.0,22,0
Mr. Dylan Johnson,5.0,1,0
Joseph Vaughan,4.0,54,0
Isaiah Sutton,6.8,58,0
Cheryl Cox,5.5,33,0
Matthew Harrison,9.2,64,0
Deborah Myers,3.1,29,0
Thomas Cannon,4.2,20,0
Sonia Robertson,2.7,11,0
Laura Taylor,5.2,16,0
Jo Austin,7.4,51,0
Amber Bell,6.2,28,0
Tammy Leonard MD,3.9,95,0
Linda Scott,9.8,77,0
Bradley Wheeler DDS,8.4,88,0
Paul Garrison,4.7,40,0
Devin Solis,6.5,51,0
Crystal Barnes,8.3,21,0
Sandra Gutierrez,0.5,47,1
Kyle Butler,6.5,24,0
David Martin,2.7,13,0
Bryan Wells,0.8,77,0
Samantha Wallace,7.8,42,0
Bethany Johnson,0.3,36,1
Mitchell David,1.6,13,1
Ryan Wolf,0.7,76,0
Jonathan Green,0.1,39,1
Sherri Williams,1.9,25,1
Krista Kent,6.4,4,0
Robert Mcintosh,2.4,10,0
Paula Preston,9.8,72,0
Matthew Stone,0.4,61,0
Debbie Newman,0.5,40,1
Richard Bradshaw,0.9,39,1
Dana Dougherty,0.1,45,1
Charles Sandoval,7.5,50,0
Gregory Green,5.0,40,0
Paige Moore,7.5,92,0
Kristine Mccoy,3.6,16,0
Joseph Norman,7.0,12,0
Jessica Martin,3.3,94,0
Allison Bautista,5.0,64,0
Tricia Morgan,8.1,19,0
Nicholas Allen,0.2,48,1
Jennifer Jones,4.8,4,0
Pamela Aguirre,2.9,19,0
Lance Morgan,6.8,10,0
Deborah Carter,8.9,11,0
Lori Wilcox,9.5,29,0
Jason Johnson,8.8,87,0
Ronald Gamble,6.5,98,0
Barbara Harris,7.2,64,0
Nathaniel Edwards Jr.,5.2,93,0
Dana Clark,6.1,66,0
Danielle Romero,9.3,43,0
Cynthia Shaw,4.5,16,0
Mrs. Madeline Norton,3.4,46,0
Clifford Brown,6.2,55,0
Brian Lane,0.4,91,0
Matthew Gibson,7.7,49,0
Elizabeth Williams,2.4,78,0
Jason Crawford,6.1,19,0
Joseph Smith,5.7,63,0
Elizabeth James,1.0,1,1
Rebecca Francis,1.4,39,1
Jennifer Anderson,5.5,100,0
Charles Davila,9.0,63,0
Dana Francis,0.9,40,1
Fred Barnes,1.7,37,1
Mitchell Weeks,1.6,35,1
Joshua Brown,5.8,45,0
Jonathan Fisher,0.9,22,1
Richard Morrison,7.1,58,0
Richard Brooks Jr.,2.6,60,0
Don Hernandez,9.8,97,0
Joshua Brown,8.8,83,0
Edward Williams,9.2,15,0
Pamela Santiago,9.7,62,0
Brandon Burton II,0.4,36,1
Ryan Russo,4.0,79,0
Alan Phelps,9.2,16,0
Ashley Perez,4.4,65,0
Barbara Taylor,8.4,40,0
John Smith,3.7,87,0
Carrie Morgan,4.1,57,0
Charles Hansen,2.6,87,0
Richard Armstrong,0.4,82,0
Carl Hicks,0.6,31,1
Brenda Bishop,7.0,71,0
Leslie Ortega,0.1,13,1
Nathan Ingram,2.9,20,0
Lisa Mcmahon,5.7,9,0
Susan Duncan,2.2,59,0
Emily Ross,6.7,44,0
Dustin Hayden,4.7,82,0
Matthew Patterson,5.4,59,0
Catherine Lee,1.1,23,1
Jon Mcintyre,7.3,50,0
Elizabeth Taylor,7.7,25,0
Carrie Fernandez,4.0,8,0
Jeffrey Holden,3.2,77,0
John Burns,4.9,89,0
David Adams,7.4,14,0
Joshua Ali,2.8,4,0
Jack Hubbard,5.5,60,0
Amber King,1.5,27,1
Dylan Walker,3.2,4,0
Brenda Ryan,9.9,99,0
Steven Tran,3.8,46,0
Betty Foster,7.9,60,0
Brian Brady,2.1,27,0
Jimmy Fowler,8.7,97,0
Jeffrey King,6.8,34,0
Sharon Lopez,2.5,22,0
Jeffrey Hendrix,0.8,8,1
Alyssa Roy,2.7,10,0
Angel Moreno,3.0,91,0
Travis Villanueva,4.5,53,0
Nicholas Curtis,5.2,85,0
Jennifer Palmer,8.9,23,0
Jose Cox,8.3,11,0
James Vaughn,8.9,54,0
Michelle Martinez,3.4,96,0
Randy Harding,3.0,25,0
George Allen,3.5,53,0
Amanda Mosley,4.8,68,0
Jennifer Peterson,6.9,20,0
Jose Thompson,9.7,55,0
Justin Moore,3.5,88,0
Shannon Jensen,5.7,1,0
Zoe Ellis,5.6,76,0
Kayla Odom,2.0,92,0
Calvin Cook,6.7,78,0
Erin Ortega,1.4,85,0
Kristine Manning,9.9,93,0
Joseph Williams,7.4,94,0
Christine Williams,7.3,1,0
Mary Sanders,1.5,58,1
Scott Ross,9.3,63,0
Emily Hernandez,8.6,14,0
Derek Bailey,7.9,86,0
Anna Ochoa,4.1,66,0
William Armstrong,7.2,57,0
Sarah Mayo,9.4,16,0
Nathan Osborne,6.3,81,0
Lisa Vega,9.7,12,0
Danny Reynolds,0.4,95,0
Alexis Campbell,9.8,53,0
Brenda Williams,7.0,99,0
Melissa Miller,1.7,48,1
Christopher Williams,2.2,26,0
Terri Lucas,9.5,86,0
Cheryl Edwards,5.8,1,0
Margaret Rivas,3.7,46,0
Jamie Ward,0.2,39,1
Thomas Castillo,5.0,15,0
Rebecca Hill,7.0,83,0
Diana Rios,10.0,52,0
Timothy Horne,4.1,45,0
Mary Sanchez,8.3,54,0
Emma Harper,5.2,97,0
Kevin Giles,3.4,22,0
Ashley Lin,4.6,47,0
Yolanda Woods,1.8,76,0
Adam Williams,1.6,55,1
Carol Simpson,3.8,84,0
Judy Hill,6.9,55,0
Ryan Arnold,6.3,89,0
Gary Rollins,6.2,12,0
Larry Castaneda,10.0,13,0
Robert Hernandez,0.9,2,1
Lauren Ramirez,6.2,52,0
Emily Sanchez,1.0,95,0
Mr. Christopher Howell,7.5,69,0
Nicole Small,1.0,56,1
Michael Austin,5.0,4,0
Valerie Smith,6.7,53,0
Rhonda Butler,2.1,99,0
Charles Jimenez,4.5,48,0
Maria Jones,1.1,60,0
Stephanie Fox,9.5,44,0
Edward Mcintyre,9.7,59,0
Joseph Vasquez,4.1,82,0
Edward Ramirez,7.0,94,0
Aimee Miller,4.0,47,0
William Conner,7.8,64,0
Charles Moran,2.8,84,0
Paige Sweeney,2.6,53,0
Robert Allison,6.7,0,0
George Martinez,9.0,53,0
Joshua Kline,0.3,3,1
Timothy Cooper,1.5,47,1
Adrian Baird,8.4,66,0
David Eaton,8.2,76,0
Frank Ross,3.2,21,0
Karina Campos,9.6,55,0
Anthony Duffy,2.4,50,0
Rita Hanson,1.9,82,0
Michael Ramos,3.9,6,0
Douglas Hernandez,8.0,73,0
Ronald Hampton,4.3,81,0
Alex Black,3.9,93,0
Shane Fowler,1.7,40,1
Jared Hernandez,5.2,55,0
Carrie Sanders,2.3,90,0
Angela Lopez,8.0,64,0
Edward Foster,1.2,73,0
James Petersen,7.8,97,0
Shelly Peterson,6.3,33,0
Matthew Ferguson,8.4,20,0
Alice Howe,9.5,26,0
Rebecca Ali,0.9,3,1
Teresa Simmons,4.4,80,0
Christopher Zuniga,7.7,19,0
Heather Stewart,0.3,90,0
Joyce Lewis,5.4,10,0
Michael Miller,5.7,3,0
Diana Bailey,7.4,16,0
Jack Lynn,9.8,81,0
Michael Rollins,6.3,45,0
Christina Hays,1.9,83,0
Beth Haley,9.0,38,0
Robert Smith,1.9,31,1
Shelia Carter,7.3,100,0
Andrew Gray,3.8,33,0
Sandra Stewart,6.6,35,0
Matthew Beasley,0.8,18,1
Joshua French,6.3,81,0
Brent Walls,9.8,13,0
Dustin Norton,1.1,76,0
Mario Lopez,1.2,18,1
Melissa Perez,2.8,23,0
Madison Cabrera,0.9,63,0
James Waters,8.4,26,0
Gabriela Boone,3.9,62,0
Shelly Wallace,8.0,52,0
Karen Lee,0.7,80,0
Joshua Vasquez,0.8,87,0
Drew Holloway,4.2,40,0
Lori Newman,6.3,57,0
Lauren Anderson,8.1,23,0
Brian Mcdowell,3.0,22,0
Kerry Hicks,6.6,80,0
Emily Todd,6.1,4,0
Timothy Barnett,1.2,43,1
Leah Palmer,9.9,61,0
Cindy Hammond,9.9,76,0
Robert Murray,5.5,20,0
Susan Morrison,5.2,32,0
Stacy Gardner,9.3,24,0
Elizabeth Jones,6.1,68,0
Darren Jones,0.2,65,0
Brian Martin,7.6,27,0
Steven Wilson,8.7,14,0
Victor Cooper,9.0,3,0
Kimberly Hendrix,3.3,28,0
Daniel Burgess,0.8,88,0
Mary Bullock,9.4,34,0
Victoria Ortega,2.7,25,0
Colleen Arellano,9.5,44,0
Mark Juarez,7.1,83,0
Whitney Tucker,2.9,95,0
Tiffany Obrien,8.1,55,0
Tyrone Brown,5.1,51,0
Lauren Crawford,9.2,32,0
Noah Foster,1.7,87,0
Melissa Lowe,8.5,91,0
Sandra Walker,2.8,50,0
Jimmy Shepard,1.0,98,0
Bryan Hernandez,5.9,21,0
Carol Lopez,7.9,92,0
Debra Mcintosh,4.9,57,0
Jose Ford,4.2,95,0
Laura Myers,2.7,40,0
Nicole Whitehead,6.2,77,0
Nicole Maxwell,3.8,25,0
Dr. Jason Jennings MD,5.7,47,0
Frank Castro,9.0,8,0
Nicholas Hayes,4.5,4,0
Jill Phillips,9.6,32,0
Sarah Rodriguez,5.9,37,0
Ryan Vazquez,6.0,82,0
Michael Cook,9.5,67,0
Tina Diaz,3.5,3,0
Daniel Stevens,1.1,41,1
Sandra Pena,4.3,23,0
Erika Campbell,3.6,9,0
Daniel Black,2.2,47,0
Larry Bradshaw,3.7,99,0
Shannon Boyd,3.1,1,0
Christopher Mullins,3.2,1,0
Michael Kelly,7.2,27,0
David Franklin,4.7,41,0
Jay Franklin,9.0,71,0
William Moore,0.7,36,1
Tracy Martin,6.0,67,0
Thomas Golden,2.2,71,0
Jennifer Smith,2.8,77,0
Ryan Perry,9.5,85,0
Ashley Hill MD,0.7,82,0
Kristin Turner,4.2,96,0
Tyler Randolph,4.4,40,0
Sarah Ross,2.0,6,0
Kathryn Christensen,8.0,63,0
Alison Dominguez,0.5,35,1
Shannon Spencer,4.2,15,0
Mrs. Nicole Marsh,4.5,76,0
Mary Floyd,3.3,49,0
Morgan Schaefer,2.4,2,0
Mrs. Patricia Ramos,2.9,82,0
William Hopkins,7.8,73,0
Dale Carr,9.9,59,0
Christine Pena,2.8,51,0
Caleb Berry MD,0.4,68,0
Jacob Robbins,9.2,5,0
Desiree Anderson,3.4,2,0
Amy Henry,0.7,12,1
John Spencer,8.3,53,0
Glen Lynch,7.2,35,0
Aaron Morris,3.2,44,0
David Cortez,4.0,71,0
Todd Smith,7.7,63,0
Gary Gray,6.1,50,0
Eric Smith,3.0,58,0
Brandon Roberts,4.9,82,0
Thomas Dawson,9.7,15,0
Kevin Anderson II,8.4,79,0
Maria Jackson,1.0,28,1
Samantha Contreras,0.5,1,1
Daniel Castro,1.4,41,1
James Henderson,8.6,92,0
Kara Short,4.4,21,0
Stephanie Harvey,0.9,92,0
Tammy Ibarra,9.0,47,0
Scott Caldwell,8.2,68,0
Rachel Ray,9.9,88,0
Matthew King,8.7,33,0
Melissa Watson,8.8,5,0
Jennifer Rich,1.1,38,1
Cody Silva,0.8,42,1
Kayla White,6.9,48,0
Michael Williams,2.7,21,0
Philip Scott,9.2,74,0
Margaret Massey,4.6,16,0
Margaret Whitney,3.2,18,0
Lawrence Frye,7.5,52,0
Allison Jones,6.4,85,0
Tyrone Wilson,1.2,67,0
Rebecca Jones,2.4,61,0
Bailey Dillon,6.6,35,0
Jennifer Franklin,3.2,93,0
Lorraine Lopez,4.8,11,0
Jillian Burke,2.6,37,0
Kristen Collins,7.1,45,0
Amy Williams,5.6,31,0
Keith Vazquez,6.6,94,0
Elizabeth Bell,8.6,88,0
Tamara Barnes,0.8,63,0
Destiny Blackwell,0.6,1,1
Katie Sellers,6.7,59,0
Allison Gallagher,8.2,24,0
Justin Jackson,4.9,43,0
Anna Harrison,2.1,75,0
Connor Harper MD,7.6,65,0
Christopher Brown,8.6,97,0
Nathan Brown,9.4,90,0
Rebecca Burton,4.5,19,0
Brandy Oliver,8.5,13,0
Yvonne Ellis,9.1,28,0
Randy Henderson,9.2,49,0
Maureen Underwood,9.8,79,0
Jermaine Matthews,5.1,99,0
Donna King,4.0,8,0
Sarah Barajas,2.8,21,0
Richard Scott,6.9,73,0
Jonathan Graves,6.5,18,0
Heather Richardson,4.6,13,0
Mary Bowman,7.5,30,0
Sherri Martinez,0.2,58,1
Marcus Rose,1.9,3,1
Kelly Johnson,4.8,67,0
Michael Adams,4.5,33,0
Rebecca Weeks,1.2,70,0
Cynthia Martinez,0.8,55,1
Dr. Sarah Murray,2.1,50,0
Charles Graves,5.0,65,0
Ashley Carter,3.3,56,0
Edward Gutierrez,2.7,12,0
Robert Macias,0.5,48,1
Alexa Powers,7.3,54,0
Joshua Estrada,1.9,24,1
Erik Garcia,4.0,76,0
Luis Smith,2.8,77,0
Mark Martin,4.9,55,0
John Douglas,1.1,6,1
Jack Brooks,6.5,14,0
Katie Johnson,2.2,6,0
Shane Thompson,9.0,73,0
Jonathan Robinson,2.7,8,0
Stefanie Shaw,5.3,35,0
Thomas Murillo,2.3,79,0
Christopher Moreno,7.0,51,0
Michael Larson,3.9,12,0
Timothy Henderson,2.2,88,0
Natalie Weaver,2.7,26,0
Jamie Bailey,1.7,26,1
Samantha Payne,3.5,36,0
Devin Baker,7.1,36,0
Kevin Garner,7.3,12,0
Kyle Jackson,1.9,89,0
Connie Snyder,6.2,94,0
Kristen Andrews,3.1,88,0
Tiffany Wood,2.4,40,0
Brianna Turner,6.8,21,0
Molly Fields,1.9,58,1
Brian Oneal,1.4,1,1
Joseph Caldwell,6.7,54,0
Jennifer Vazquez,3.3,22,0
Yvonne Logan,9.7,9,0
Megan Hernandez,1.7,97,0
Robert Kelly,8.5,76,0
Steven Chambers,3.5,60,0
Mrs. Beverly Harris MD,5.8,62,0
April Harris,8.7,60,0
Jane Duncan,1.1,2,1
Nicholas Watkins,5.7,37,0
John Fisher,8.4,67,0
Darlene Wilson,5.0,96,0
Michael Ferguson,1.5,12,1
James Ochoa,1.0,94,0
Amber Bailey,3.4,62,0
Parker Hardy,7.3,69,0
Pamela Gonzalez,2.6,62,0
Crystal Ferguson,2.5,58,0
Elizabeth Benton,0.1,45,1
Elizabeth Greene,3.0,42,0
Luis Wu,8.9,99,0
Robert Hutchinson,6.6,76,0
Daniel Riggs,4.8,34,0
Robert Finley,6.9,93,0
David Garcia,6.4,18,0
Eric Ellis,9.8,28,0
Dylan Simmons,6.6,18,0
Jessica Choi,3.6,3,0
Virginia Torres,2.4,94,0
Krista Miller,7.0,55,0
Hunter Peterson,3.6,95,0
Brenda Smith,0.9,48,1
George Brown,6.4,35,0
David Wells,8.8,86,0
Melissa Ward,5.4,57,0
Angela Mccoy,9.9,67,0
Gregory Vasquez,1.7,86,0
Willie Brown,3.5,42,0
Heather Olsen,3.9,53,0
Lori Roach DDS,9.5,35,0
Eric Smith,3.1,5,0
Peter Cannon,5.8,89,0
Kimberly Davis,3.4,78,0
Jose Foster,1.2,58,1
Victoria Parker,5.7,44,0
Steven Murray,2.9,1,0
Paul Freeman,5.0,87,0
Diana Lane,1.5,87,0
Janet Wheeler,1.5,37,1
Gina Dickson,6.2,85,0
Tanya Turner,1.6,62,0
Holly Miller,2.9,37,0
Nicholas Casey,0.2,5,1
Tracy Hall,2.2,75,0
Mr. John Russo,1.2,62,0
Travis Hodges,3.1,55,0
Gregory Gilbert,3.5,0,0
Brandon Alexander,0.5,17,1
Michelle Vaughan,3.5,36,0
Amanda Cruz,7.9,64,0
Jamie Lewis,6.7,98,0
Deanna Thomas,5.6,11,0
Timothy Green,7.1,18,0
Suzanne Lewis,10.0,25,0
Shawna Gomez,4.3,10,0
Nathan Clay,2.9,4,0
Rachel Alexander,4.7,45,0
Tammy Johnson,2.5,86,0
John Guzman,6.4,54,0
Richard Taylor,4.0,12,0
Gregory Cunningham,8.9,38,0
Douglas Bowen,6.0,22,0
Michael Peters,5.6,86,0
Andrew Little,8.8,74,0
Elizabeth Mejia,1.4,98,0
John Robinson,2.0,17,0
Andrew Davis,4.2,25,0
Travis Edwards,3.0,10,0
Jose Bond,3.0,80,0
Zachary Turner,4.6,23,0
Sarah Peck,3.8,55,0
Amanda Trujillo,1.0,67,0
Kimberly Olson,4.4,40,0
Cody Rowe,5.0,87,0
Wayne Humphrey,7.1,59,0
James Wilson,3.5,59,0
Kevin Riddle,4.2,52,0
Jonathan Rodriguez,4.6,71,0
Monica Stephens,0.3,98,0
James Norris MD,4.2,96,0
Dennis Gilmore,1.4,38,1
Jessica Nash,7.9,74,0
Andrew Duncan,5.1,16,0
Christopher Castillo,6.2,72,0
Justin Ross,8.8,6,0
Melissa Lewis,7.6,50,0
Allen Wiley,1.3,85,0
Ashley Waters,0.1,97,0
Brendan Mahoney,8.7,58,0
Wyatt Jones,8.4,10,0
Stephanie Diaz,0.5,83,0
Brandy Martin,1.1,76,0
Lauren Parrish,1.0,37,1
Sherry Cox,5.7,88,0
Stephanie Hanson,3.3,7,0
Sergio Caldwell,1.2,74,0
Joseph Hernandez,6.7,94,0
April French,7.2,89,0
Luis Huffman,2.1,18,0
Catherine Jones,5.6,63,0
Christopher Rogers,1.4,86,0
Bradley Coleman,6.4,19,0
Jane Craig,3.0,39,0
Kevin Mayo,7.2,0,0
Carol Brown,8.1,79,0
Tamara Lowe,6.9,14,0
Stacy Hensley,0.7,19,1
Paul Smith,6.0,15,0
Scott Kelly,5.2,31,0
Nicholas Johnson,2.0,60,0
Eric Soto,0.2,64,0
Phyllis Costa MD,4.4,7,0
Mr. William Hall,9.3,38,0
Tricia Sellers,4.0,23,0
Priscilla Walsh,8.2,69,0
Cameron Shannon,2.6,78,0
Deborah Patterson,6.8,84,0
Erin Harris,6.2,55,0
Nicholas Bradley,1.5,2,1
Daniel Diaz DDS,1.8,95,0
Lisa Barnes,6.6,21,0
Andrew Shelton,5.1,89,0
Mark Reyes,5.5,60,0
Brian Lewis,4.8,37,0
Joseph Stone,6.7,75,0
Christina Baker,4.9,85,0
Kristina Smith,2.8,49,0
Eric Phillips,7.0,13,0
Jessica Coffey DDS,4.6,54,0
Mary Taylor,1.5,36,1
Christian Lawson,4.6,72,0
Karen Johnston,3.9,74,0
Jessica Aguilar,3.0,82,0
Ashley Crawford,6.5,84,0
Zachary Glass,6.2,5,0
Steven Stephens,9.1,45,0
Marie Wagner,9.6,59,0
Tonya Cooper,8.8,58,0
Dawn Jimenez,2.8,20,0
Michelle Gross,3.6,64,0
Richard Livingston,2.1,90,0
Brittany Jones,5.3,65,0
Meredith Tyler,0.6,83,0
Patrick Barrett,1.5,83,0
Amy Bishop,7.2,43,0
Jeffery James,4.6,100,0
Patricia Smith,1.4,100,0
Nicole Martin,7.6,38,0
Tami Montgomery,9.2,8,0
Anna Taylor,9.2,82,0
Christina Griffith,4.8,60,0
Elizabeth Mathews,6.1,23,0
Anthony Taylor,5.8,64,0
Robert Collins,7.8,67,0
Suzanne Stafford,2.6,89,0
Nancy Nolan,3.2,74,0
Cheryl Mills,3.5,79,0
Joseph Gonzalez,8.3,8,0
Denise Walsh,0.4,93,0
Jonathan Perry,1.6,12,1
Eric Bernard,6.7,63,0
Michael White,9.3,60,0
Sarah Ellison,3.2,29,0
David Smith,9.8,93,0
Nathan Ho,8.0,13,0
Heather Rivera,9.0,22,0
Jamie Burnett,7.3,49,0
Amanda Hunt,7.6,53,0
Bradley Castaneda,9.2,7,0
Jerry Lopez,6.1,14,0
Shelly Jenkins,0.4,95,0
Lori Nguyen,0.7,97,0
Kathleen Villegas,3.7,80,0
Susan Smith,8.4,22,0
Michelle Moore,3.2,89,0
Jo Morris,4.5,17,0
James Sparks,9.9,73,0
Ronald Williams,5.6,25,0
Alexandra Young,2.5,56,0
Dustin Williams Jr.,6.8,28,0
Willie Smith,2.0,20,0
Ashley Williamson,4.3,67,0
Matthew Parker,8.1,24,0
Paula Estrada,0.9,3,1
Rachel Rodriguez,6.3,85,0
Joel Gonzalez,1.0,4,1
Denise Welch,8.1,0,0
Levi Schwartz,3.6,52,0
Paul Johnson,5.7,9,0
Elizabeth Harris,3.4,87,0
Debra Robinson,7.3,93,0
Kelly Porter,6.4,63,0
Terrance Mckee,1.9,26,1
Jesse Anderson,5.7,60,0
Edward Moss,5.0,45,0
Taylor Tran,6.2,71,0
Mary Brown,8.5,8,0
Laura Reynolds,4.4,80,0
Thomas Simmons,3.8,9,0
Gina Coffey DDS,5.7,16,0
Tonya Tran,7.8,38,0
Kyle Johnson,1.0,63,0
Chris Henry,2.3,76,0
Karen Martin,5.4,2,0
Brittany Warren,2.2,37,0
Todd Moore,9.2,32,0
Olivia Williams,3.9,45,0
Crystal Byrd,0.7,20,1
James Mercado,9.7,9,0
Natalie Porter,5.3,30,0
Sara Ayers,8.5,78,0
Elizabeth Harrell,5.0,51,0
Cheryl Kline,6.2,69,0
Jill Allen MD,7.0,14,0
Megan Abbott,5.8,33,0
Meredith Romero MD,6.5,4,0
Nathaniel Lowery,3.4,33,0
Gregory Ward,2.0,97,0
Misty Johnson,0.6,26,1
Dominic Palmer,5.5,93,0
Brooke Carroll,3.3,96,0
Emily Herrera,6.6,7,0
Randy Fields,2.4,9,0
Cathy Barajas,8.1,72,0
Robert Smith,9.0,89,0
Joe Wade,8.4,4,0
Bryan Dawson,3.5,9,0
Dominique Edwards,9.5,76,0
Bryan Jones,7.4,10,0
Paul Ramos,8.9,61,0
Sarah Whitehead,9.5,34,0
Lauren Patel,7.2,13,0
Emma Faulkner,0.4,64,0
Dawn Stevenson,2.3,44,0
Jessica Davis,4.3,38,0
David Cummings,7.8,29,0
Victoria Jarvis,0.2,7,1
Andrea Duffy,0.3,100,0
Jesus Carlson,8.1,68,0
Thomas Oneal,6.1,48,0
Melissa Brown,6.8,94,0
Elaine Alexander,0.2,61,0
Christopher Thompson,0.5,98,0
Christopher Fields,3.8,16,0
Julie Robbins,4.3,54,0
Daniel Preston,5.5,14,0
Justin Pacheco,4.4,78,0
Lisa Alvarado,9.8,47,0
Andrew Cline,3.5,43,0
Christina Bradshaw,4.4,7,0
Brett Coleman,2.4,11,0
Jenna Hall,5.9,29,0
Tricia James,4.1,96,0
Michael Chang,8.9,68,0
Danielle Smith,5.7,1,0
Jamie Nelson,8.7,31,0
Laura Williams,8.1,9,0
Holly Powell,0.6,56,1
Joseph Smith,1.8,5,1
Michelle Waters,3.1,77,0
James Williams,6.6,31,0
Thomas Johnson,10.0,16,0
Marc Harrington,6.1,61,0
Dr. Leslie Cox,6.6,84,0
Barbara Cantu,0.8,32,1
Beth Donaldson,9.4,26,0
Angelica Ray,4.9,94,0
Brianna Rice,8.1,28,0
Michelle Campbell,4.4,38,0
Jennifer Pratt MD,9.4,99,0
Tracey Lopez,5.5,83,0
Sarah Merritt,2.4,34,0
Trevor Quinn,3.2,69,0
Paul Garcia,5.0,6,0
Jennifer Lucero,3.5,52,0
James Johnston,7.1,79,0
Julie Orr,4.9,10,0
Jason Medina,2.0,17,0
Erika Atkinson,8.4,66,0
Howard Harrison,2.3,94,0
Scott Holmes,5.5,15,0
James Bowman,3.7,100,0
Kelsey Simpson,1.4,30,1
Trevor Spears,7.0,83,0
Dakota Miller,7.6,14,0
Michael Maldonado,0.2,4,1
Jamie Zamora,2.7,75,0
Victor Woods,3.8,10,0
Jill Howard,0.6,78,0
Jacqueline Cox,3.8,2,0
Kellie Johnson,8.6,49,0
Patty Morris,4.4,28,0
Calvin Pitts,2.1,23,0
Brandon Wilson,6.6,68,0
Dr. Jeffery Mercer,0.5,39,1
Stephanie Duran,0.3,97,0
Becky Young,3.5,3,0
Carolyn Jackson,9.1,96,0
Shawn Bell,8.9,33,0
Jeffrey Kelly,8.1,75,0
Audrey Parrish,2.2,3,0
William Rivera,3.4,79,0
Theresa Cain,4.3,54,0
Clinton Snyder,7.8,94,0
Joseph Silva,7.5,13,0
Pamela Reed,5.5,92,0
Elizabeth Freeman,9.3,36,0
Robert Miller,8.6,68,0
